,Date,Open,High,Low,Close*,Adj Close**,Volume
29,"Nov 12, 2020",277.18,279.75,274.43,275.08,275.08,12899500
30,"Nov 11, 2020",273.47,278.40,272.48,276.48,276.48,14957000
31,"Nov 10, 2020",273.10,274.00,264.00,272.43,272.43,29067700
32,"Nov 09, 2020",289.87,292.58,278.53,278.77,278.77,25117700
33,"Nov 06, 2020",293.95,294.60,288.06,293.41,293.41,13891000
34,"Nov 05, 2020",291.90,297.38,288.95,294.68,294.68,23823600
35,"Nov 04, 2020",281.00,288.94,278.62,287.38,287.38,35364400
36,"Nov 03, 2020",263.16,270.05,260.88,265.30,265.30,17961900
37,"Nov 02, 2020",264.60,270.47,257.34,261.36,261.36,27165700
38,"Oct 30, 2020",274.50,276.70,259.10,263.11,263.11,47247800
39,"Oct 29, 2020",276.55,283.60,273.78,280.83,280.83,32368100
40,"Oct 28, 2020",278.79,278.79,267.26,267.67,267.67,23121800
41,"Oct 27, 2020",278.76,284.51,276.31,283.29,283.29,16287200
42,"Oct 26, 2020",283.16,285.23,274.26,277.11,277.11,21322900
43,"Oct 23, 2020",278.80,285.24,276.82,284.79,284.79,17535200
44,"Oct 22, 2020",279.87,282.45,275.04,278.12,278.12,16720000
45,"Oct 21, 2020",279.56,283.05,276.37,278.73,278.73,28998600
46,"Oct 20, 2020",263.06,269.70,262.88,267.56,267.56,18763200
47,"Oct 19, 2020",265.53,268.55,259.88,261.40,261.40,13587000
48,"Oct 16, 2020",267.38,271.37,265.30,265.93,265.93,16622700
49,"Oct 15, 2020",267.60,269.04,263.67,266.72,266.72,15416100
50,"Oct 14, 2020",277.62,278.75,271.50,271.82,271.82,15601200
51,"Oct 13, 2020",277.58,279.10,273.39,276.14,276.14,18063300
52,"Oct 12, 2020",270.20,280.18,267.87,275.75,275.75,31019300
53,"Oct 09, 2020",264.52,264.75,262.17,264.45,264.45,14107800
54,"Oct 08, 2020",259.75,264.62,259.15,263.76,263.76,16312800
55,"Oct 07, 2020",259.21,260.18,254.82,258.12,258.12,23133400
56,"Oct 06, 2020",261.78,265.69,258.24,258.66,258.66,18696900
57,"Oct 05, 2020",262.20,264.87,260.84,264.65,264.65,12822300
58,"Oct 02, 2020",261.21,265.15,259.18,259.94,259.94,16367600
59,"Oct 01, 2020",265.35,268.33,264.80,266.63,266.63,20009800
60,"Sep 30, 2020",261.98,266.08,260.10,261.90,261.90,20105800
61,"Sep 29, 2020",257.81,263.33,256.90,261.79,261.79,20200200
62,"Sep 28, 2020",259.40,259.60,254.82,256.82,256.82,18826300
63,"Sep 25, 2020",249.40,255.75,246.61,254.82,254.82,18351300
64,"Sep 24, 2020",246.50,252.24,245.62,249.53,249.53,20006800
65,"Sep 23, 2020",255.26,257.99,248.15,249.02,249.02,19641300
66,"Sep 22, 2020",253.31,255.32,248.22,254.75,254.75,30293100
67,"Sep 21, 2020",247.54,249.95,244.13,248.15,248.15,24709400
68,"Sep 18, 2020",258.40,259.20,250.05,252.53,252.53,28130800
69,"Sep 17, 2020",258.28,261.50,250.19,254.82,254.82,31281400
70,"Sep 16, 2020",267.29,272.44,261.79,263.52,263.52,29183400
71,"Sep 15, 2020",270.67,274.52,269.30,272.42,272.42,18478500
72,"Sep 14, 2020",270.95,276.64,265.70,266.15,266.15,24093800
73,"Sep 11, 2020",270.06,271.39,262.64,266.61,266.61,18913900
74,"Sep 10, 2020",275.51,279.16,267.03,268.09,268.09,24814700
75,"Sep 09, 2020",275.77,278.48,271.35,273.72,273.72,22918800
76,"Sep 08, 2020",271.28,279.30,269.42,271.16,271.16,24864000
77,"Sep 04, 2020",287.25,289.00,271.14,282.73,282.73,30333700
78,"Sep 03, 2020",295.99,297.60,283.63,291.12,291.12,32294100
79,"Sep 02, 2020",298.88,303.60,293.05,302.50,302.50,24341400
80,"Sep 01, 2020",294.71,301.49,292.71,295.44,295.44,17320900
81,"Aug 31, 2020",293.95,296.88,291.55,293.20,293.20,17345100
82,"Aug 28, 2020",295.00,297.23,290.98,293.66,293.66,17172400
83,"Aug 27, 2020",300.16,301.23,292.02,293.22,293.22,30301300
84,"Aug 26, 2020",284.00,304.67,284.00,303.91,303.91,69015200
85,"Aug 25, 2020",272.41,283.09,270.26,280.82,280.82,42127200
86,"Aug 24, 2020",271.07,277.25,268.77,271.39,271.39,23685600
87,"Aug 21, 2020",268.69,270.49,266.42,267.01,267.01,15538600
88,"Aug 20, 2020",261.50,269.63,261.46,269.01,269.01,20299700
89,"Aug 19, 2020",261.39,267.91,261.35,262.59,262.59,23291500
90,"Aug 18, 2020",260.95,265.15,259.26,262.34,262.34,18690400
91,"Aug 17, 2020",262.50,264.10,259.40,261.16,261.16,13351100
92,"Aug 14, 2020",262.31,262.65,258.68,261.24,261.24,14792700
93,"Aug 13, 2020",261.55,265.16,259.57,261.30,261.30,17374000
94,"Aug 12, 2020",258.97,263.90,258.11,259.89,259.89,21428300
95,"Aug 11, 2020",260.19,265.92,255.13,256.13,256.13,28238300
96,"Aug 10, 2020",268.04,273.86,259.69,263.00,263.00,30248800
97,"Aug 07, 2020",264.08,278.89,263.43,268.44,268.44,72735500
98,"Aug 06, 2020",249.04,266.60,248.67,265.28,265.28,45241600
99,"Aug 05, 2020",250.19,252.27,247.77,249.12,249.12,13088400
100,"Aug 04, 2020",251.56,252.80,247.43,249.83,249.83,17183500
101,"Aug 03, 2020",252.65,255.40,250.33,251.96,251.96,23124900
102,"Jul 31, 2020",255.82,255.85,249.00,253.67,253.67,53030000
103,"Jul 30, 2020",230.22,234.89,229.00,234.50,234.50,20615300
104,"Jul 29, 2020",231.14,233.70,230.31,233.29,233.29,13588300
105,"Jul 28, 2020",234.63,234.96,229.83,230.12,230.12,14170100
106,"Jul 27, 2020",231.46,234.95,230.83,233.50,233.50,13163100
107,"Jul 24, 2020",230.19,233.49,226.90,230.71,230.71,18325800
108,"Jul 23, 2020",239.63,242.42,231.75,232.60,232.60,21771800
109,"Jul 22, 2020",240.26,241.90,238.12,239.87,239.87,15427900
110,"Jul 21, 2020",246.22,246.91,240.08,241.75,241.75,19409700
111,"Jul 20, 2020",240.06,246.05,235.64,245.42,245.42,20872200
112,"Jul 17, 2020",241.00,244.16,237.86,242.03,242.03,18152400
113,"Jul 16, 2020",238.00,241.76,236.33,240.93,240.93,18880700
114,"Jul 15, 2020",241.55,244.82,238.05,240.28,240.28,19133600
115,"Jul 14, 2020",236.76,240.33,232.03,239.73,239.73,23378100
116,"Jul 13, 2020",247.01,250.15,238.42,239.00,239.00,24674900
117,"Jul 10, 2020",243.69,245.49,239.32,245.07,245.07,22982700
118,"Jul 09, 2020",245.00,246.53,239.24,244.50,244.50,22174900
119,"Jul 08, 2020",238.11,246.99,236.59,243.58,243.58,29791300
120,"Jul 07, 2020",239.41,247.65,238.82,240.86,240.86,27887800
121,"Jul 06, 2020",233.76,240.40,232.27,240.28,240.28,26206200
122,"Jul 02, 2020",239.00,240.00,232.61,233.42,233.42,30633600
123,"Jul 01, 2020",228.50,239.00,227.56,237.55,237.55,43399700
124,"Jun 30, 2020",220.59,227.50,218.47,227.07,227.07,33898100
125,"Jun 29, 2020",209.75,220.75,207.11,220.64,220.64,58514300
126,"Jun 26, 2020",232.64,233.09,215.40,216.08,216.08,76343900
127,"Jun 25, 2020",234.62,237.30,232.74,235.68,235.68,18704300
128,"Jun 24, 2020",241.20,243.22,232.68,234.02,234.02,20834900
129,"Jun 23, 2020",241.28,245.19,239.86,242.24,242.24,24017900
130,"Jun 22, 2020",238.56,240.70,236.91,239.22,239.22,18917800
131,"Jun 19, 2020",237.79,240.83,235.55,238.79,238.79,30081300
132,"Jun 18, 2020",234.99,236.14,232.15,235.94,235.94,15782500
133,"Jun 17, 2020",235.00,237.59,231.73,235.53,235.53,19552800
134,"Jun 16, 2020",237.14,238.46,233.00,235.65,235.65,15236700
135,"Jun 15, 2020",225.09,233.77,224.80,232.50,232.50,15340300
136,"Jun 12, 2020",229.90,231.66,224.50,228.58,228.58,22071700
137,"Jun 11, 2020",229.94,232.89,223.55,224.43,224.43,26708200
138,"Jun 10, 2020",240.96,241.21,235.28,236.73,236.73,20720700
139,"Jun 09, 2020",231.52,239.77,230.41,238.67,238.67,27462900
140,"Jun 08, 2020",229.03,231.55,227.41,231.40,231.40,15466500
141,"Jun 05, 2020",226.71,231.35,225.31,230.77,230.77,16750400
142,"Jun 04, 2020",229.56,231.63,224.61,226.29,226.29,17041500
143,"Jun 03, 2020",232.11,232.65,228.53,230.16,230.16,15380300
144,"Jun 02, 2020",230.94,233.00,226.56,232.72,232.72,20919000
145,"Jun 01, 2020",224.59,232.44,223.50,231.91,231.91,18223800
146,"May 29, 2020",225.20,227.49,222.88,225.09,225.09,23322500
147,"May 28, 2020",224.30,231.63,224.00,225.46,225.46,29377200
148,"May 27, 2020",229.07,230.56,221.13,229.14,229.14,34697600
149,"May 26, 2020",239.77,240.90,231.67,232.20,232.20,33178300
150,"May 22, 2020",231.51,235.99,228.74,234.91,234.91,33925600
151,"May 21, 2020",234.72,237.20,231.20,231.39,231.39,47782600
152,"May 20, 2020",223.50,231.34,223.19,229.97,229.97,50162900
153,"May 19, 2020",213.27,220.49,212.83,216.88,216.88,31843200
154,"May 18, 2020",212.15,214.64,210.94,213.19,213.19,20167400
155,"May 15, 2020",205.27,211.34,204.12,210.88,210.88,19383200
156,"May 14, 2020",202.56,206.93,200.69,206.81,206.81,17178900
157,"May 13, 2020",209.43,210.78,202.11,205.10,205.10,20684600
158,"May 12, 2020",213.29,215.28,210.00,210.10,210.10,14704600
159,"May 11, 2020",210.89,215.00,210.37,213.18,213.18,12911900
160,"May 08, 2020",212.24,213.21,210.85,212.35,212.35,12524000
161,"May 07, 2020",211.16,211.60,209.04,211.26,211.26,15152000
162,"May 06, 2020",208.12,211.60,206.66,208.47,208.47,21857000
163,"May 05, 2020",207.02,210.38,206.50,207.07,207.07,21071200
164,"May 04, 2020",200.20,205.91,198.76,205.26,205.26,19250700
165,"May 01, 2020",201.60,207.28,199.05,202.27,202.27,30415600
166,"Apr 30, 2020",206.92,209.69,201.57,204.71,204.71,46230100
167,"Apr 29, 2020",190.93,196.91,190.00,194.19,194.19,45954500
168,"Apr 28, 2020",188.66,189.20,182.56,182.91,182.91,21731000
169,"Apr 27, 2020",192.66,193.75,187.41,187.50,187.50,29197800
170,"Apr 24, 2020",183.23,190.41,180.83,190.07,190.07,28868500
171,"Apr 23, 2020",184.08,187.05,183.15,185.13,185.13,21426600
172,"Apr 22, 2020",178.45,184.78,178.14,182.28,182.28,33369900
173,"Apr 21, 2020",175.25,175.38,168.34,170.80,170.80,24850500
174,"Apr 20, 2020",177.41,180.50,176.77,178.24,178.24,16110700
175,"Apr 17, 2020",179.20,180.28,176.66,179.24,179.24,20974800
176,"Apr 16, 2020",177.95,178.05,172.51,176.25,176.25,23593200
177,"Apr 15, 2020",175.19,178.19,172.82,176.97,176.97,17423000
178,"Apr 14, 2020",178.98,181.23,176.62,178.17,178.17,21011800
179,"Apr 13, 2020",173.67,175.00,169.45,174.79,174.79,19355400
180,"Apr 09, 2020",175.90,177.08,171.57,175.19,175.19,23534300
181,"Apr 08, 2020",171.25,175.00,167.74,174.28,174.28,21664200
182,"Apr 07, 2020",171.79,173.39,166.01,168.83,168.83,31411900
183,"Apr 06, 2020",160.15,166.20,158.51,165.55,165.55,28453600
184,"Apr 03, 2020",157.15,157.91,150.83,154.18,154.18,25983300
185,"Apr 02, 2020",159.10,161.35,155.92,158.19,158.19,20886300
186,"Apr 01, 2020",161.62,164.15,158.04,159.60,159.60,19507600
187,"Mar 31, 2020",165.48,170.93,164.20,166.80,166.80,23676300
188,"Mar 30, 2020",159.18,166.75,158.06,165.95,165.95,22515200
189,"Mar 27, 2020",158.20,160.09,154.75,156.79,156.79,24879900
190,"Mar 26, 2020",158.25,164.00,157.02,163.34,163.34,26556800
191,"Mar 25, 2020",158.92,162.99,153.06,156.21,156.21,35184300
192,"Mar 24, 2020",155.21,161.31,152.57,160.98,160.98,30440400
193,"Mar 23, 2020",149.66,152.31,142.25,148.10,148.10,29830800
194,"Mar 20, 2020",156.02,159.27,148.00,149.73,149.73,32568400
195,"Mar 19, 2020",146.62,159.93,144.80,153.13,153.13,39862300
196,"Mar 18, 2020",139.75,148.18,137.10,146.96,146.96,37553100
197,"Mar 17, 2020",150.74,153.94,140.00,149.42,149.42,34255600
198,"Mar 16, 2020",152.32,159.13,143.10,146.01,146.01,39120400
199,"Mar 13, 2020",163.53,170.79,157.60,170.28,170.28,35028600
200,"Mar 12, 2020",159.54,166.60,154.34,154.47,154.47,43266300
201,"Mar 11, 2020",174.01,175.88,167.66,170.24,170.24,20373900
202,"Mar 10, 2020",174.67,178.29,169.50,178.19,178.19,24517800
203,"Mar 09, 2020",169.60,175.00,165.19,169.50,169.50,29949000
204,"Mar 06, 2020",178.33,183.78,176.26,181.09,181.09,24559600
205,"Mar 05, 2020",186.78,188.99,183.89,185.17,185.17,19333400
206,"Mar 04, 2020",189.17,191.83,186.39,191.76,191.76,23062500
207,"Mar 03, 2020",196.22,197.24,183.97,185.89,185.89,27984100
208,"Mar 02, 2020",194.03,196.57,188.85,196.44,196.44,24949000
209,"Feb 28, 2020",182.70,192.74,181.82,192.47,192.47,32583500
210,"Feb 27, 2020",191.82,195.88,189.50,189.75,189.75,21682600
211,"Feb 26, 2020",197.19,201.21,195.49,197.20,197.20,16524500
212,"Feb 25, 2020",202.25,203.50,195.95,196.77,196.77,21433500
213,"Feb 24, 2020",201.80,203.65,198.17,200.72,200.72,23080100
214,"Feb 21, 2020",213.48,214.24,208.83,210.18,210.18,14092300
215,"Feb 20, 2020",216.52,218.77,212.95,214.58,214.58,13109200
216,"Feb 19, 2020",217.99,218.32,216.11,217.49,217.49,12135100
217,"Feb 18, 2020",213.55,217.98,213.40,217.80,217.80,15609200
218,"Feb 14, 2020",214.00,214.93,212.65,214.18,214.18,10741700
219,"Feb 13, 2020",209.52,214.33,209.18,213.14,213.14,15396600
220,"Feb 12, 2020",207.85,211.22,207.40,210.76,210.76,13813700
221,"Feb 11, 2020",210.19,210.86,206.51,207.19,207.19,25030800
222,"Feb 10, 2020",211.52,213.80,210.66,213.06,213.06,11856400
223,"Feb 07, 2020",210.30,212.82,209.93,212.33,212.33,12242500
224,"Feb 06, 2020",210.47,211.19,209.34,210.85,210.85,10567500
225,"Feb 05, 2020",212.51,212.73,208.71,210.11,210.11,12538200
226,"Feb 04, 2020",206.62,210.60,205.20,209.83,209.83,19628900
227,"Feb 03, 2020",203.44,205.14,202.50,204.19,204.19,15510500
228,"Jan 31, 2020",208.43,208.69,201.06,201.91,201.91,31359900
229,"Jan 30, 2020",206.53,211.43,204.75,209.53,209.53,48775500
230,"Jan 29, 2020",221.44,224.20,218.45,223.23,223.23,33181300
231,"Jan 28, 2020",216.14,218.74,213.52,217.79,217.79,13413800
232,"Jan 27, 2020",213.10,216.06,212.50,214.87,214.87,13810700
233,"Jan 24, 2020",220.80,221.78,216.11,217.94,217.94,11905800
234,"Jan 23, 2020",220.75,221.49,219.27,219.76,219.76,11195000
235,"Jan 22, 2020",222.31,222.75,221.28,221.32,221.32,12212800
236,"Jan 21, 2020",222.16,222.37,219.12,221.44,221.44,14275800
237,"Jan 17, 2020",222.03,222.29,220.53,222.14,222.14,15905900
238,"Jan 16, 2020",222.57,222.63,220.39,221.77,221.77,10015300
239,"Jan 15, 2020",220.61,221.68,220.14,221.15,221.15,10036500
240,"Jan 14, 2020",221.61,222.38,218.63,219.06,219.06,13288900
241,"Jan 13, 2020",219.60,221.97,219.21,221.91,221.91,14463400
242,"Jan 10, 2020",219.20,219.88,217.42,218.06,218.06,12119400
243,"Jan 09, 2020",217.54,218.38,216.28,218.30,218.30,12642800
244,"Jan 08, 2020",213.00,216.24,212.61,215.22,215.22,13475000
245,"Jan 07, 2020",212.82,214.58,211.75,213.06,213.06,14912400
246,"Jan 06, 2020",206.70,212.78,206.52,212.60,212.60,17058900
247,"Jan 03, 2020",207.21,210.40,206.95,208.67,208.67,11188400
248,"Jan 02, 2020",206.75,209.79,206.27,209.78,209.78,12077100
249,"Dec 31, 2019",204.00,205.56,203.60,205.25,205.25,8953500
250,"Dec 30, 2019",207.86,207.90,203.90,204.41,204.41,10524300
251,"Dec 27, 2019",208.67,208.93,206.59,208.10,208.10,10284200
252,"Dec 26, 2019",205.57,207.82,205.31,207.79,207.79,9350700
253,"Dec 24, 2019",206.30,206.79,205.00,205.12,205.12,6046300
254,"Dec 23, 2019",206.70,208.59,205.68,206.18,206.18,13348900
255,"Dec 20, 2019",207.48,207.71,203.43,206.30,206.30,27306900
256,"Dec 19, 2019",202.78,206.30,202.51,206.06,206.06,16514600
257,"Dec 18, 2019",200.09,204.30,200.09,202.50,202.50,23274400
258,"Dec 17, 2019",198.84,199.00,196.13,198.39,198.39,10175700
259,"Dec 16, 2019",195.27,199.12,194.81,197.92,197.92,14911500
260,"Dec 13, 2019",196.40,196.80,193.17,194.11,194.11,18798000
261,"Dec 12, 2019",202.35,203.66,194.10,196.75,196.75,23734800
262,"Dec 11, 2019",200.28,202.63,200.28,202.26,202.26,8036800
263,"Dec 10, 2019",201.66,202.05,200.15,200.87,200.87,9475700
264,"Dec 09, 2019",200.65,203.14,200.21,201.34,201.34,11954800
265,"Dec 06, 2019",200.50,201.57,200.06,201.05,201.05,12270600
266,"Dec 05, 2019",199.86,201.29,198.21,199.36,199.36,9740400
267,"Dec 04, 2019",200.00,200.03,198.05,198.71,198.71,8456300
268,"Dec 03, 2019",197.60,198.93,195.08,198.82,198.82,11595300
269,"Dec 02, 2019",202.13,202.18,198.05,199.70,199.70,11503400
270,"Nov 29, 2019",201.60,203.80,201.21,201.64,201.64,7985200
271,"Nov 27, 2019",199.90,203.14,199.42,202.00,202.00,12736600
272,"Nov 26, 2019",200.00,200.15,198.04,198.97,198.97,11735500
273,"Nov 25, 2019",199.52,200.97,199.25,199.79,199.79,15272300
274,"Nov 22, 2019",198.38,199.30,197.62,198.82,198.82,9959800
275,"Nov 21, 2019",197.42,199.09,196.86,197.93,197.93,12131000
276,"Nov 20, 2019",198.58,199.59,195.43,197.51,197.51,12355400
277,"Nov 19, 2019",197.40,200.00,196.86,199.32,199.32,19056800
278,"Nov 18, 2019",194.56,198.63,193.05,197.40,197.40,16167200
279,"Nov 15, 2019",194.26,195.30,193.38,195.10,195.10,11524300
280,"Nov 14, 2019",192.93,194.03,191.45,193.15,193.15,9040500
281,"Nov 13, 2019",194.70,195.70,192.74,193.19,193.19,10860700
282,"Nov 12, 2019",190.00,195.06,189.74,194.47,194.47,17615500
283,"Nov 11, 2019",189.93,190.08,188.54,189.61,189.61,8631200
284,"Nov 08, 2019",190.00,192.34,189.70,190.84,190.84,10760800
285,"Nov 07, 2019",191.91,193.44,189.47,190.42,190.42,13473000
286,"Nov 06, 2019",194.03,194.37,191.35,191.55,191.55,10973000
287,"Nov 05, 2019",195.37,195.75,193.60,194.32,194.32,9942000
288,"Nov 04, 2019",194.55,197.37,193.81,194.72,194.72,16371300
289,"Nov 01, 2019",192.85,194.11,189.91,193.62,193.62,21711800
290,"Oct 31, 2019",196.70,198.09,188.25,191.65,191.65,42286500
291,"Oct 30, 2019",189.56,190.45,185.98,188.25,188.25,28734600
292,"Oct 29, 2019",191.69,192.53,188.47,189.31,189.31,13574900
293,"Oct 28, 2019",187.20,189.53,185.08,189.40,189.40,13657900
294,"Oct 25, 2019",185.83,189.00,185.09,187.89,187.89,8061200
295,"Oct 24, 2019",184.62,186.73,182.80,186.38,186.38,11413500
296,"Oct 23, 2019",182.01,186.38,182.00,186.15,186.15,12300400
297,"Oct 22, 2019",190.00,190.65,181.50,182.34,182.34,19537600
298,"Oct 21, 2019",187.04,189.91,186.75,189.76,189.76,8122600
299,"Oct 18, 2019",190.23,191.49,183.92,185.85,185.85,16874200
300,"Oct 17, 2019",190.30,190.84,188.77,190.39,190.39,9603000
301,"Oct 16, 2019",188.32,189.70,186.90,189.55,189.55,10516900
302,"Oct 15, 2019",183.80,190.38,183.66,188.89,188.89,15039100
303,"Oct 14, 2019",184.20,184.62,182.57,183.28,183.28,7006000
304,"Oct 11, 2019",182.15,186.49,182.14,184.19,184.19,14930500
305,"Oct 10, 2019",180.32,181.61,179.17,180.03,180.03,8605000
306,"Oct 09, 2019",179.16,180.72,177.94,179.85,179.85,7556900
307,"Oct 08, 2019",178.26,180.37,177.72,177.75,177.75,9466900
308,"Oct 07, 2019",180.00,181.18,178.09,179.68,179.68,9178300
309,"Oct 04, 2019",179.55,180.98,178.10,180.45,180.45,10430200
310,"Oct 03, 2019",175.57,179.84,173.63,179.38,179.38,16086300
311,"Oct 02, 2019",174.84,176.53,173.09,174.60,174.60,16151700
312,"Oct 01, 2019",179.15,179.84,174.88,175.81,175.81,17073000
313,"Sep 30, 2019",177.87,178.67,176.85,178.08,178.08,10740000
314,"Sep 27, 2019",180.49,180.76,175.66,177.10,177.10,14656200
315,"Sep 26, 2019",181.33,181.40,177.67,180.11,180.11,16083300
316,"Sep 25, 2019",181.45,183.42,177.87,182.80,182.80,18068300
317,"Sep 24, 2019",187.98,188.04,180.39,181.28,181.28,18546600
318,"Sep 23, 2019",189.34,190.10,185.21,186.82,186.82,13327600
319,"Sep 20, 2019",190.66,193.10,188.12,189.93,189.93,19934200
320,"Sep 19, 2019",188.66,191.10,188.15,190.14,190.14,10392700
321,"Sep 18, 2019",188.09,189.08,186.01,188.14,188.14,9681900
322,"Sep 17, 2019",186.66,188.32,185.54,188.08,188.08,9671100
323,"Sep 16, 2019",186.93,187.79,185.77,186.22,186.22,8444800
324,"Sep 13, 2019",187.33,187.97,186.54,187.19,187.19,11441100
325,"Sep 12, 2019",189.86,190.93,187.23,187.47,187.47,11419800
326,"Sep 11, 2019",186.46,189.44,186.08,188.49,188.49,11761700
327,"Sep 10, 2019",187.44,188.10,184.55,186.17,186.17,15455900
328,"Sep 09, 2019",187.73,188.98,185.85,188.76,188.76,14722400
329,"Sep 06, 2019",190.21,190.21,186.35,187.49,187.49,15226800
330,"Sep 05, 2019",188.53,191.36,187.94,190.90,190.90,13876700
331,"Sep 04, 2019",184.65,187.75,183.89,187.14,187.14,11308000
332,"Sep 03, 2019",184.00,185.67,182.11,182.39,182.39,9779400
333,"Aug 30, 2019",186.78,186.80,183.46,185.67,185.67,10774500
334,"Aug 29, 2019",183.77,186.08,183.47,185.57,185.57,10128700
335,"Aug 28, 2019",180.53,181.95,178.92,181.76,181.76,9386100
336,"Aug 27, 2019",181.93,184.04,181.01,181.30,181.30,14399600
337,"Aug 26, 2019",179.40,180.50,178.24,180.36,180.36,8773600
338,"Aug 23, 2019",180.84,183.13,176.66,177.75,177.75,17323400
339,"Aug 22, 2019",183.43,184.11,179.91,182.04,182.04,10821400
340,"Aug 21, 2019",185.00,185.90,183.14,183.55,183.55,8398200
341,"Aug 20, 2019",185.45,186.00,182.39,183.81,183.81,10083400
342,"Aug 19, 2019",186.01,187.50,184.85,186.17,186.17,9691200
343,"Aug 16, 2019",183.75,185.10,182.36,183.70,183.70,12654600
344,"Aug 15, 2019",180.95,183.20,180.03,182.59,182.59,12925900
345,"Aug 14, 2019",185.80,185.99,179.31,179.71,179.71,18903700
346,"Aug 13, 2019",185.52,191.38,185.37,188.45,188.45,13577000
347,"Aug 12, 2019",186.85,187.59,184.46,185.37,185.37,10936300
348,"Aug 09, 2019",190.00,190.98,187.12,187.85,187.85,11058800
349,"Aug 08, 2019",186.62,190.34,184.05,190.16,190.16,14828900
350,"Aug 07, 2019",183.60,186.37,181.22,185.15,185.15,15833200
351,"Aug 06, 2019",183.69,185.79,183.09,184.51,184.51,18035700
352,"Aug 05, 2019",184.69,185.67,179.34,181.73,181.73,23086700
353,"Aug 02, 2019",191.10,192.62,188.07,189.02,189.02,15297000
354,"Aug 01, 2019",194.17,198.47,190.88,192.73,192.73,17777000
355,"Jul 31, 2019",196.95,198.76,192.68,194.23,194.23,14593500
356,"Jul 30, 2019",195.39,198.71,193.50,197.04,197.04,11903600
357,"Jul 29, 2019",199.00,199.63,195.30,195.94,195.94,16530800
358,"Jul 26, 2019",200.19,202.88,196.25,199.75,199.75,24434000
359,"Jul 25, 2019",206.70,208.66,198.26,200.71,200.71,39889900
360,"Jul 24, 2019",197.63,204.81,197.22,204.66,204.66,32532500
361,"Jul 23, 2019",202.84,204.24,200.96,202.36,202.36,14583700
362,"Jul 22, 2019",199.91,202.57,198.81,202.32,202.32,13589000
363,"Jul 19, 2019",202.18,202.33,198.07,198.36,198.36,12098300
364,"Jul 18, 2019",200.15,202.47,199.38,200.78,200.78,11956600
365,"Jul 17, 2019",204.18,204.36,201.59,201.80,201.80,12083700
366,"Jul 16, 2019",203.89,205.47,203.10,203.84,203.84,12132700
367,"Jul 15, 2019",204.25,205.33,201.82,203.91,203.91,16030300
368,"Jul 12, 2019",199.68,205.30,199.16,204.87,204.87,15366300
369,"Jul 11, 2019",203.26,203.80,200.21,201.23,201.23,13678500
370,"Jul 10, 2019",200.00,202.96,199.67,202.73,202.73,20571700
371,"Jul 09, 2019",194.97,199.46,194.89,199.21,199.21,14698600
372,"Jul 08, 2019",195.19,196.68,193.64,195.76,195.76,9723900
373,"Jul 05, 2019",196.18,197.07,194.17,196.40,196.40,11164100
374,"Jul 03, 2019",194.16,197.40,194.16,197.20,197.20,10246100
375,"Jul 02, 2019",193.00,195.00,192.71,195.00,195.00,9050000
376,"Jul 01, 2019",195.21,195.28,191.93,193.00,193.00,14204700
